rank,superfamily_scientific,family_scientific,family_common,subfamily_scientific,genus_scientific,species_scientific,species_common
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,crassa,crassa tinctella,zdobka sadová
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,crassa,crassa unitella,zdobka záhradná
genus,gelechioidea,oecophoridae,zdobkovité,oecophorinae,batia,,
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,batia,batia lambdella,zdobka klínoškvrnná
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,batia,batia internella,zdobka listnáčová
genus,gelechioidea,oecophoridae,zdobkovité,oecophorinae,epicallima,,
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,epicallima,epicallima bruandella,zdobka Bruandova
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,epicallima,epicallima formosella,zdobka škoricová
genus,gelechioidea,oecophoridae,zdobkovité,oecophorinae,dasycera,,
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,dasycera,dasycera oliviella,zdobka Olivierova
genus,gelechioidea,oecophoridae,zdobkovité,oecophorinae,oecophora,,
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,oecophora,oecophora bractella,zdobka skvostná
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,oecophora,oecophora superior,zdobka žltoškvrnná
genus,gelechioidea,oecophoridae,zdobkovité,oecophorinae,alabonia,,
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,alabonia,alabonia staintoniella,zdobka Staintonova
genus,gelechioidea,oecophoridae,zdobkovité,oecophorinae,harpella,,
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,harpella,harpella forficella,zdobka pňová
subfamily,gelechioidea,oecophoridae,zdobkovité,oecophorinae,,,
genus,gelechioidea,oecophoridae,zdobkovité,oecophorinae,minetia,,
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,minetia,minetia crinitus,zdobka žilkovaná
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,minetia,minetia adamczewskii,zdobka Adamczewského
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,minetia,minetia labiosella,zdobka hmatadlová
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,minetia,minetia criella,zdobka chlpatá
genus,gelechioidea,oecophoridae,zdobkovité,oecophorinae,pleurota,,
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,pleurota,pleurota pyropella,zdobka lúčna
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,pleurota,pleurota proteella,zdobka šalviová
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,pleurota,pleurota bicostella,zdobka vresová
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,pleurota,pleurota aristella,zdobka klasová
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,pleurota,pleurota marginella,zdobka trávová
genus,gelechioidea,oecophoridae,zdobkovité,oecophorinae,holoscolia,,
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,holoscolia,holoscolia huebneri,zdobka kostravová
genus,gelechioidea,oecophoridae,zdobkovité,oecophorinae,aplota,,
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,aplota,aplota palpellus,zdobka makadlová
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,aplota,aplota nigricans,zdobka čiernohnedá
genus,gelechioidea,oecophoridae,zdobkovité,oecophorinae,paradasycera,,
species,gelechioidea,oecophoridae,zdobkovité,oecophorinae,paradasycera,paradasycera insignis,zdobka
family,gelechioidea,lypusidae,krovinárkovité,,,,
genus,gelechioidea,lypusidae,krovinárkovité,,lypusa,,
species,gelechioidea,lypusidae,krovinárkovité,,lypusa,lypusa maurella,krovinárka skalná
species,gelechioidea,lypusidae,krovinárkovité,,lypusa,lypusa tokari,krovinárka Tokárova
genus,gelechioidea,lypusidae,krovinárkovité,,agnoea,,
species,gelechioidea,lypusidae,krovinárkovité,,agnoea,agnoea latipennella,krovinárka smreková
species,gelechioidea,lypusidae,krovinárkovité,,agnoea,agnoea flavifrontella,krovinárka žltohlavá
species,gelechioidea,lypusidae,krovinárkovité,,agnoea,agnoea subochreella,krovinárka brezová
species,gelechioidea,lypusidae,krovinárkovité,,agnoea,agnoea synchrozella,krovinárka horská
species,gelechioidea,lypusidae,krovinárkovité,,agnoea,agnoea josephinae,krovinárka Jozefínina
species,gelechioidea,lypusidae,krovinárkovité,,agnoea,agnoea elsae,krovinárka Elsina
genus,gelechioidea,lypusidae,krovinárkovité,,amphisbatis,,
species,gelechioidea,lypusidae,krovinárkovité,,amphisbatis,amphisbatis incongruella,krovinárka marcová
family,gelechioidea,chimabachidae,kmeňovkovité,,,,
genus,gelechioidea,chimabachidae,kmeňovkovité,,diurnea,,
species,gelechioidea,chimabachidae,kmeňovkovité,,diurnea,diurnea fagella,kmeňovka buková
species,gelechioidea,chimabachidae,kmeňovkovité,,diurnea,diurnea lipsiella,kmeňovka jesenná
genus,gelechioidea,chimabachidae,kmeňovkovité,,dasystoma,,
species,gelechioidea,chimabachidae,kmeňovkovité,,dasystoma,dasystoma salicella,kmeňovka vŕbová
family,gelechioidea,peleopodidae,ozdobkovité,,,,
subfamily,gelechioidea,peleopodidae,ozdobkovité,oditinae,,,
genus,gelechioidea,peleopodidae,ozdobkovité,oditinae,odites,,
species,gelechioidea,peleopodidae,ozdobkovité,oditinae,odites,odites kollarella,stepnomil Kollarov
subfamily,gelechioidea,peleopodidae,ozdobkovité,peleopodinae,,,
genus,gelechioidea,peleopodidae,ozdobkovité,peleopodinae,carcina,,
species,gelechioidea,peleopodidae,ozdobkovité,peleopodinae,carcina,carcina quercana,zdobka dúbravová
genus,gelechioidea,peleopodidae,ozdobkovité,peleopodinae,fuchsia,,
species,gelechioidea,peleopodidae,ozdobkovité,peleopodinae,fuchsia,fuchsia luteella,ploskáč žltý
family,gelechioidea,elachistidae,trávovčekovité,,,,
subfamily,gelechioidea,elachistidae,trávovčekovité,elachistinae,,,
genus,gelechioidea,elachistidae,trávovčekovité,elachistinae,perittia,,
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,perittia,perittia herrichiella,trávovček zemolezový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,perittia,perittia obscurepunctella,trávovček imelovníkový
genus,gelechioidea,elachistidae,trávovčekovité,elachistinae,stephensia,,
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,stephensia,stephensia abbreviatella,trávovček nivný
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,stephensia,stephensia brunnichella,trávovček Brunnichov
genus,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,,
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista kalki,trávovček vápencový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista szocsi,trávovček Szőcsov
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista argentella,trávovček striebristý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista heringi,trávovček Heringov
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista hedemanni,trávovček Hedemannov
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista gormella,trávovček pasienkový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista pollinariella,trávovček lipnicový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista collitella,trávovček ometlinový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista subocellea,trávovček trávový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista unifasciella,trávovček jednopásavý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista obliquella,trávovček skrytý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista cingillella,trávovček úzkopásavý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista fasciola,trávovček páskatý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista metella,trávovček dalmatínsky
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista gangabella,trávovček žltopásavý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista subalbidella,trávovček žltý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista adscitella,trávovček horský
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista bisulcella,trávovček rozčesnutý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista chrysodesmella,trávovček lesklopásavý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista pollutella,trávovček pýrový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista liskai,trávovček Liškov
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista squamosella,trávovček šupinkatý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista rudectella,trávovček timotejkový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista disertella,trávovček Nolckenov
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista pullicomella,trávovček trojštetový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista bedellella,trávovček Bedellov
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista spumella,trávovček nížinný
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista dispilella,trávovček dvojbodý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista festucicolella,trávovček Klimeschov
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista distigmatella,trávovček dvojznakový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista nitidulella,trávovček svetlohlavý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista triseriatella,trávovček trojčiarový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista elsaella,trávovček Elsin
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista dispunctella,trávovček poprášený
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista geminatella,trávovček prosový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista gleichenella,trávovček Gleichenov
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista quadripunctella,trávovček štvorbodý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista tetragonella,trávovček ostricový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista biatomella,trávovček dvojčiarkavý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista martinii,trávovček Martiniho
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista trapeziella,trávovček lesný
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista cinereopunctella,trávovček lúčny
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista serricornis,trávovček pilovitý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista juliensis,trávovček karpatský
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista occidentalis,trávovček západný
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista zonulae,trávovček vysokohorský
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista utonella,trávovček bahniskový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista albidella,trávovček páperníkový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista contaminatella,trávovček mokrinný
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista maculicerusella,trávovček barinný
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista poae,trávovček steblovkový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista atricomella,trávovček čiernohlavý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista excelsicola,trávovček bezzúbkový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista alpinella,trávovček alpský
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista kilmunella,trávovček alpínsky
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista pomerana,trávovček pomeranský
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista elegans,trávovček smlzový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista luticomella,trávovček žltohlavý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista albifrontella,trávovček bieločelový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista bifasciella,trávovček dvojpásavý
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista dimicatella,trávovček ostrevkový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista nobilella,trávovček chlpaňový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista apicipunctella,trávovček pšenový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista subnigrella,trávovček ovsový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista griseella,trávovček reznačkový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista herrichii,trávovček Herrichov
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista orstadii,trávovček Orstadov
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista humilis,trávovček psinčekový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista irenae,trávovček Irenin
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista canapennella,trávovček ovsíkový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista anserinella,trávovček mrvicový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista rufocinerea,trávovček medúnkový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista freyerella,trávovček Freyerov
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista exactella,trávovček hájový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista stabilella,trávovček metlicový
species,gelechioidea,elachistidae,trávovčekovité,elachistinae,elachista,elachista consortella,trávovček lesklý
family,gelechioidea,depressariidae,ploskáčovité,,,,
genus,gelechioidea,depressariidae,ploskáčovité,,semioscopis,,
species,gelechioidea,depressariidae,ploskáčovité,,semioscopis,semioscopis avellanella,ploskáč lieskový
species,gelechioidea,depressariidae,ploskáčovité,,semioscopis,semioscopis oculella,ploskáč očkatý
species,gelechioidea,depressariidae,ploskáčovité,,semioscopis,semioscopis steinkellneriana,ploskáč Steinkellnerov
species,gelechioidea,depressariidae,ploskáčovité,,semioscopis,semioscopis strigulana,ploskáč striekaný
genus,gelechioidea,depressariidae,ploskáčovité,,luquetia,,
species,gelechioidea,depressariidae,ploskáčovité,,luquetia,luquetia lobella,ploskáč trnkový
genus,gelechioidea,depressariidae,ploskáčovité,,levipalpus,,
species,gelechioidea,depressariidae,ploskáčovité,,levipalpus,levipalpus hepatariella,ploskáč ružovkastý
genus,gelechioidea,depressariidae,ploskáčovité,,exaeretia,,
species,gelechioidea,depressariidae,ploskáčovité,,exaeretia,exaeretia allisella,ploskáč šedý
species,gelechioidea,depressariidae,ploskáčovité,,exaeretia,exaeretia stramentella,ploskáč rimbabový
genus,gelechioidea,depressariidae,ploskáčovité,,agonopterix,,
species,gelechioidea,depressariidae,ploskáčovité,,agonopterix,agonopterix ocellana,ploskáč vŕbový
species,gelechioidea,depressariidae,ploskáčovité,,agonopterix,agonopterix adspersella,ploskáč prerastlíkový
species,gelechioidea,depressariidae,ploskáčovité,,agonopterix,agonopterix assimilella,ploskáč prútnatcový
species,gelechioidea,depressariidae,ploskáčovité,,agonopterix,agonopterix nanatella,ploskáč krasovlasový
species,gelechioidea,depressariidae,ploskáčovité,,agonopterix,agonopterix atomella,ploskáč zanovätníkový
species,gelechioidea,depressariidae,ploskáčovité,,agonopterix,agonopterix scopariella,ploskáč kručinkový
species,gelechioidea,depressariidae,ploskáčovité,,agonopterix,agonopterix medelichensis,ploskáč mödlingský
