rank,order_scientific,order_common,infraorder_scientific,infraorder_common,superfamily_scientific,superfamily_common,family_scientific,family_common,genus_scientific,genus_common,species_scientific,species_common
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,psychidae,vreckovcovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,psychidae,vreckovcovité,fumaria,vreckovec,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,psychidae,vreckovcovité,fumaria,vreckovec,fumaria casta,vreckovec stromový
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,psychidae,vreckovcovité,apterona,vreckovec,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,psychidae,vreckovcovité,apterona,vreckovec,apterona crenulella,vreckovec škrupinkový
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,psychidae,vreckovcovité,psyche,vreckovec,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,psychidae,vreckovcovité,psyche,vreckovec,psyche viciella,vreckovec lúčny
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,psychidae,vreckovcovité,sterrhopteryx,vreckovec,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,psychidae,vreckovcovité,sterrhopteryx,vreckovec,sterrhopteryx hirsutella,vreckovec dubový
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,psychidae,vreckovcovité,canaephora,vreckovec,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,psychidae,vreckovcovité,canaephora,vreckovec,canaephora unicolor,vreckovec trávový
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,ochsenheimeriidae,steblovkovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,ochsenheimeriidae,steblovkovité,ochsenheimeria,steblovka,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,ochsenheimeriidae,steblovkovité,ochsenheimeria,steblovka,ochsenheimeria taurella,steblovka obilná
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,thyrididae,oknáčikovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,thyrididae,oknáčikovité,thyris,oknáčik,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,thyrididae,oknáčikovité,thyris,oknáčik,thyris fenestrella,oknáčik plamienkový
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,lyonetiidae,podkopáčikovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,lyonetiidae,podkopáčikovité,lyonetia,podkopáčik,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,lyonetiidae,podkopáčikovité,lyonetia,podkopáčik,lyonetia clerkella,podkopáčik ovocný
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,leucopteridae,,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,leucopteridae,,leucoptera,podkopáčik,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,leucopteridae,,leucoptera,podkopáčik,leucoptera scitella,podkopáčik špirálový
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,plutellidae,moličkovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,plutellidae,moličkovité,acrolepia,molička,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,plutellidae,moličkovité,acrolepia,molička,acrolepia assectella,molička cesnaková
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,plutellidae,moličkovité,plutella,molička,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,plutellidae,moličkovité,plutella,molička,plutella maculipennis,molička kapustová
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,plutellidae,moličkovité,prays,molička,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,plutellidae,moličkovité,prays,molička,prays curtisellus,molička jaseňová
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,argyresthiidae,priadzovčekovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,argyresthiidae,priadzovčekovité,argyresthia,priadzovček,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,argyresthiidae,priadzovčekovité,argyresthia,priadzovček,argyresthia conjugella,priadzovček jarabinový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,argyresthiidae,priadzovčekovité,argyresthia,priadzovček,argyresthia pruniella,priadzovček púčikový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,argyresthiidae,priadzovčekovité,argyresthia,priadzovček,argyresthia fundella,priadzovček jedľový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,argyresthiidae,priadzovčekovité,argyresthia,priadzovček,argyresthia cornella,priadzovček jabloňový
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,argyresthiidae,priadzovčekovité,blastodere,priadzovček,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,argyresthiidae,priadzovčekovité,blastodere,priadzovček,blastodere glabratella,priadzovček smrekový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,argyresthiidae,priadzovčekovité,blastodere,priadzovček,blastodere laevigatella,priadzovček smrekovcový
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,phyllocnistidae,listovníčkovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,phyllocnistidae,listovníčkovité,phyllocnistis,listovníček,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,phyllocnistidae,listovníčkovité,phyllocnistis,listovníček,phyllocnistis unipunctella,listovníček topoľový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,phyllocnistidae,listovníčkovité,phyllocnistis,listovníček,phyllocnistis saligna,listovníček vŕbový
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,lithocolletidae,ploskáčikovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,lithocolletidae,ploskáčikovité,lithocolletis,ploskáčik,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,lithocolletidae,ploskáčikovité,lithocolletis,ploskáčik,lithocolletis blancardella,ploskáčik jabloňový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,lithocolletidae,ploskáčikovité,lithocolletis,ploskáčik,lithocolletis sorbi,ploskáčik ovocný
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,gracillaridae,psotkovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,gracillaridae,psotkovité,gracillaria,psotka,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,gracillaridae,psotkovité,gracillaria,psotka,gracillaria opustella,psotka chmeľová
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,gracillaridae,psotkovité,parornix,psotka,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,gracillaridae,psotkovité,parornix,psotka,parornix petiolella,psotka stopková
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,gracillaridae,psotkovité,xanthospilapteryx,psotka,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,gracillaridae,psotkovité,xanthospilapteryx,psotka,xanthospilapteryx syringella,psotka orgovánová
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,gracillaridae,psotkovité,catoptilia,psotka,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,gracillaridae,psotkovité,catoptilia,psotka,catoptilia azaleella,psotka azalková
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,gracillaridae,psotkovité,catoptilia,psotka,catoptilia roscipennella,psotka orechová
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,coleophoridae,rúrkovčekovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,coleophoridae,rúrkovčekovité,coleophora,rúrkovček,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,coleophoridae,rúrkovčekovité,coleophora,rúrkovček,coleophora gryphipennella,rúrkovček ružový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,coleophoridae,rúrkovčekovité,coleophora,rúrkovček,coleophora serratella,rúrkovček slivkový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,coleophoridae,rúrkovčekovité,coleophora,rúrkovček,coleophora anatipennella,rúrkovček jabloňový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,coleophoridae,rúrkovčekovité,coleophora,rúrkovček,coleophora hemorobiella,rúrkovček púčikový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,coleophoridae,rúrkovčekovité,coleophora,rúrkovček,coleophora laricella,rúrkovček smrekovcový
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,elachistidae,trávovčekovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,elachistidae,trávovčekovité,elachista,trávovček,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,elachistidae,trávovčekovité,elachista,trávovček,elachista argentella,trávovček striebristý
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,yponomeutidae,priadzovcovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,yponomeutidae,priadzovcovité,yponomeuta,priadzovec,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,yponomeutidae,priadzovcovité,yponomeuta,priadzovec,yponomeuta evonymellus,priadzovec čremchový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,yponomeutidae,priadzovcovité,yponomeuta,priadzovec,yponomeuta padellus,priadzovec ovocný
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,yponomeutidae,priadzovcovité,yponomeuta,priadzovec,yponomeuta plumbellus,priadzovec bršlenový
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,sesia,podobník,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,sesia,podobník,sesia apiformis,podobník sršňovitý
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,sciapteron,podobník,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,sciapteron,podobník,sciapteron tabaniforme,podobník ovadovitý
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,bembecia,podobník,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,bembecia,podobník,bembecia hylaeiformis,podobník pravčelovitý
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,aegeria,podobník,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,aegeria,podobník,aegeria spheciformis,podobník hrabavkovitý
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,aegeria,podobník,aegeria tipuliformis,podobník tipuľovitý
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,aegeria,podobník,aegeria cephiformis,podobník bodruškovitý
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,aegeria,podobník,aegeria vespiformis,podobník osovitý
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,aegeria,podobník,aegeria myopaeformis,podobník okankovitý
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,aegeria,podobník,aegeria culiciformis,podobník komárovitý
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,aegeria,podobník,aegeria formicaeformis,podobník mravcovitý
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,chamaesphecia,podobník,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,sesiidae,podobníkovité,chamaesphecia,podobník,chamaesphecia empiformis,podobník krúživkovitý
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,glyphipterygidae,môľkovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,glyphipterygidae,môľkovité,aechmia,môľka,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,glyphipterygidae,môľkovité,aechmia,môľka,aechmia bergstraesserella,môľka chlpáňová
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,glyphipterygidae,môľkovité,simaethis,môľka,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,glyphipterygidae,môľkovité,simaethis,môľka,simaethis pariana,môľka hnedá
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,orneodidae,vejárovcovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,orneodidae,vejárovcovité,orneodes,vejárovec,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,orneodidae,vejárovcovité,orneodes,vejárovec,orneodes hexadactyla,vejárovec zemolezový
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,cosmopterygidae,psotovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,cosmopterygidae,psotovité,blastodacna,psota,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,cosmopterygidae,psotovité,blastodacna,psota,blastodacna hellerella,psota striedková
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,oecophoridae,,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,oecophoridae,,depressaria,psota,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,oecophoridae,,depressaria,psota,depressaria nervosa,psota rascová
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,gelechia,psota,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,gelechia,psota,gelechia rhombella,psota jabloňová
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,anarsia,psota,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,anarsia,psota,anarsia lineatella,psota broskyňová
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,scrobipalpa,psota,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,scrobipalpa,psota,scrobipalpa ocellatella,psota repová
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,scrobipalpa,psota,scrobipalpa atriplicella,psota lobodová
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,phthorimaea,psota,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,phthorimaea,psota,phthorimaea operculella,psota zemiaková
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,exoteleia,psota,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,exoteleia,psota,exoteleia dodecella,psota borovicová
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,sitotroga,psota,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,sitotroga,psota,sitotroga cerealella,psota obilná
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,recurvaria,psota,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,recurvaria,psota,recurvaria nanella,psota ovocná
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,gelechiidae,,recurvaria,psota,recurvaria leucatella,psota hrušková
family,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,,,,
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,tortrix,obaľovač,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,tortrix,obaľovač,tortrix viridana,obaľovač zelený
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,aleimma,obaľovač,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,aleimma,obaľovač,aleimma loeflingiana,obaľovač dubový
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,aphelia,obaľovač,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,aphelia,obaľovač,aphelia paleana,obaľovač čučoriedkový
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,croesia,obaľovač,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,croesia,obaľovač,croesia bergmanniana,obaľovač šípkový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,croesia,obaľovač,croesia holmiana,obaľovač jabloňový
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,acleris,obaľovač,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,acleris,obaľovač,acleris ferrugana,obaľovač brezový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,acleris,obaľovač,acleris variegana,obaľovač krovinový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,acleris,obaľovač,acleris schalleriana,obaľovač azalkový
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,pandemis,obaľovač,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,pandemis,obaľovač,pandemis heparana,obaľovač ovocný
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,pandemis,obaľovač,pandemis cerasana,obaľovač ríbezľový
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,cnephasia,obaľovač,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,cnephasia,obaľovač,cnephasia pascuana,obaľovač poľný
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,spilotana,obaľovač,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,spilotana,obaľovač,spilotana ocellana,obaľovač púčikový
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,hedya,obaľovač,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,hedya,obaľovač,hedya variegana,obaľovač záhradný
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,hedya,obaľovač,hedya pruniana,obaľovač trnkový
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,grapholitha,obaľovač,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,grapholitha,obaľovač,grapholitha sinana,obaľovač konopný
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,grapholitha,obaľovač,grapholitha funebrana,obaľovač slivkový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,grapholitha,obaľovač,grapholitha dorsana,obaľovač strukový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,grapholitha,obaľovač,grapholitha orobana,obaľovač hrachorový
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,ernarmonia,obaľovač,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,ernarmonia,obaľovač,ernarmonia formasana,obaľovač kôrový
genus,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,laspeyresia,obaľovač,,
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,laspeyresia,obaľovač,laspeyresia nigricana,obaľovač hrachový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,laspeyresia,obaľovač,laspeyresia zebeana,obaľovač hrčkový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,laspeyresia,obaľovač,laspeyresia pomonella,obaľovač jablčný
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,laspeyresia,obaľovač,laspeyresia pactolana,obaľovač praslenový
species,lepidoptera,motýle,heteroneura,uzdokrídle,,,tortricidae,obaľovačovité,laspeyresia,obaľovač,laspeyresia splendana,obaľovač žaluďový
