rank,order_scientific,order_common,family_scientific,family_common,subfamily_scientific,subfamily_common,genus_scientific,genus_common,species_scientific,species_common
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina welchmani,húseničiarka šalamúnska
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina papuensis,húseničiarka svetlobruchá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina ingens,húseničiarka admirálska
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina javensis,húseničiarka jávska
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina personata,húseničiarka škrabošková
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina fortis,húseničiarka buruská
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina atriceps,húseničiarka molucká
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina caledonica,húseničiarka melanézska
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina macei,húseničiarka masková
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina striata,húseničiarka jarabá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina panayensis,húseničiarka balao
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina dobsoni,húseničiarka andamanská
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina larvata,húseničiarka sundská
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina schistacea,húseničiarka bridlicová
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina leucopygia,húseničiarka hájová
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina parvula,húseničiarka halmaherská
genus,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lobotos,húseničiarka,,
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lobotos,húseničiarka,Lobotos lobatus,húseničiarka oranžová
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lobotos,húseničiarka,Lobotos oriolinus,húseničiarka žltá
genus,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Campephaga,húseničiarka,,
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Campephaga,húseničiarka,Campephaga flava,húseničiarka čierna
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Campephaga,húseničiarka,Campephaga phoenicea,húseničiarka tmavá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Campephaga,húseničiarka,Campephaga petiti,húseničiarka lesklá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Campephaga,húseničiarka,Campephaga quiscalina,húseničiarka purpurová
genus,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Campochaera,húseničiarka,,
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Campochaera,húseničiarka,Campochaera sloetii,húseničiarka zlatá
genus,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Malindangia,húseničiarka,,
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Malindangia,húseničiarka,Malindangia mcgregori,húseničiarka hrotochvostá
genus,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,,
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage maculosa,húseničiarka tichomorská
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage sharpei,húseničiarka hnedochrbtá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage leucopyga,húseničiarka strakatá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage sueurii,húseničiarka bielokrídla
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage tricolor,húseničiarka savanová
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage aurea,húseničiarka hrdzavobruchá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage atrovirens,húseničiarka čistinová
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage leucoptera,húseničiarka biacka
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage moesta,húseničiarka tanimbarská
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage leucomela,húseničiarka volavá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage conjuncta,húseničiarka mussauská
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage melanoleuca,húseničiarka čierno-biela
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage minor,húseničiarka menšia
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage nigra,húseničiarka bieločelá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage leucopygialis,húseničiarka mangrovová
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage typica,húseničiarka maurícijská
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage newtoni,húseničiarka réunionská
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage melaschistos,húseničiarka čiernokrídla
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage melanoptera,húseničiarka čiernohlavá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage polioptera,húseničiarka záhradná
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Lalage,húseničiarka,Lalage fimbriata,húseničiarka popolavá
genus,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Cyanograucalus,húseničiarka,,
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Cyanograucalus,húseničiarka,Cyanograucalus azureus,húseničiarka modrá
genus,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Celebesica,húseničiarka,,
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Celebesica,húseničiarka,Celebesica abbotti,húseničiarka krpatá
genus,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,,
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma anale,húseničiarka novokaledónska
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma coerulescens,húseničiarka černastá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma ostentum,húseničiarka zrkadlová
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma montanum,húseničiarka horská
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma dispar,húseničiarka ostrovná
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma dohertyi,húseničiarka svetlokrídla
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma ceramense,húseničiarka bledá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma mindanense,húseničiarka čiernobradá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma admiralitatis,húseničiarka manuská
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma salomonis,húseničiarka makirská
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma holopolium,húseničiarka čiernobruchá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma pygmaeum,húseničiarka malá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma incertum,húseničiarka čiernoplecá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma schisticeps,húseničiarka papuánska
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma melas,húseničiarka uhľová
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma morio,húseničiarka sivomodrá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma remotum,húseničiarka čiapočkatá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma sula,húseničiarka sulská
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma tenuirostre,húseničiarka tenkozobá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma grayi,húseničiarka Grayova
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma obiense,húseničiarka obirská
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma meyerii,húseničiarka Meyerova
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma rostratum,húseničiarka rosselská
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma monacha,húseničiarka pískavá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma nesiotis,húseničiarka cikádová
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Edolisoma,húseničiarka,Edolisoma insperatum,húseničiarka svrčavá
family,Passeriformes,spevavce,Neosittidae,brhlíčkovité,,,,,,
genus,Passeriformes,spevavce,Neosittidae,brhlíčkovité,,,Daphoenositta,brhlíček,,
species,Passeriformes,spevavce,Neosittidae,brhlíčkovité,,,Daphoenositta,brhlíček,Daphoenositta chrysoptera,brhlíček družný
species,Passeriformes,spevavce,Neosittidae,brhlíčkovité,,,Daphoenositta,brhlíček,Daphoenositta papuensis,brhlíček papuánsky
species,Passeriformes,spevavce,Neosittidae,brhlíčkovité,,,Daphoenositta,brhlíček,Daphoenositta miranda,brhlíček čierny
family,Passeriformes,spevavce,Mohouidae,proročkovité,,,,,,
genus,Passeriformes,spevavce,Mohouidae,proročkovité,,,Finschia,proroček,,
species,Passeriformes,spevavce,Mohouidae,proročkovité,,,Finschia,proroček,Finschia novaeseelandiae,proroček pipipi
genus,Passeriformes,spevavce,Mohouidae,proročkovité,,,Mohoua,proroček,,
species,Passeriformes,spevavce,Mohouidae,proročkovité,,,Mohoua,proroček,Mohoua albicilla,proroček bielohlavý
species,Passeriformes,spevavce,Mohouidae,proročkovité,,,Mohoua,proroček,Mohoua ochrocephala,proroček žltohlavý
family,Passeriformes,spevavce,Psophodidae,plieskačovité,,,,,,
genus,Passeriformes,spevavce,Psophodidae,plieskačovité,,,Psophodes,plieskač,,
species,Passeriformes,spevavce,Psophodidae,plieskačovité,,,Psophodes,plieskač,Psophodes nigrogularis,plieskač čiernohrdlý
species,Passeriformes,spevavce,Psophodidae,plieskačovité,,,Psophodes,plieskač,Psophodes leucogaster,plieskač eukalyptový
species,Passeriformes,spevavce,Psophodidae,plieskačovité,,,Psophodes,plieskač,Psophodes occidentalis,plieskač zvonivý
species,Passeriformes,spevavce,Psophodidae,plieskačovité,,,Psophodes,plieskač,Psophodes cristatus,plieskač štebotavý
species,Passeriformes,spevavce,Psophodidae,plieskačovité,,,Psophodes,plieskač,Psophodes olivaceus,plieskač čiernohlavý
genus,Passeriformes,spevavce,Psophodidae,plieskačovité,,,Androphobus,plieskač,,
species,Passeriformes,spevavce,Psophodidae,plieskačovité,,,Androphobus,plieskač,Androphobus viridis,plieskač zelenkavý
family,Passeriformes,spevavce,Eulacestomatidae,pluhozobovité,,,,,,
genus,Passeriformes,spevavce,Eulacestomatidae,pluhozobovité,,,Eulacestoma,pluhozob,,
species,Passeriformes,spevavce,Eulacestomatidae,pluhozobovité,,,Eulacestoma,pluhozob,Eulacestoma nigropectus,pluhozob príveskový
family,Passeriformes,spevavce,Falcunculidae,pruhohlávkovité,,,,,,
genus,Passeriformes,spevavce,Falcunculidae,pruhohlávkovité,,,Falcunculus,pruhohlávok,,
species,Passeriformes,spevavce,Falcunculidae,pruhohlávkovité,,,Falcunculus,pruhohlávok,Falcunculus whitei,pruhohlávok bledý
species,Passeriformes,spevavce,Falcunculidae,pruhohlávkovité,,,Falcunculus,pruhohlávok,Falcunculus leucogaster,pruhohlávok bielobruchý
species,Passeriformes,spevavce,Falcunculidae,pruhohlávkovité,,,Falcunculus,pruhohlávok,Falcunculus frontatus,pruhohlávok lesný
family,Passeriformes,spevavce,Oreoicidae,spiežovkárovité,,,,,,
genus,Passeriformes,spevavce,Oreoicidae,spiežovkárovité,,,Oreoica,spiežovkár,,
species,Passeriformes,spevavce,Oreoicidae,spiežovkárovité,,,Oreoica,spiežovkár,Oreoica gutturalis,spiežovkár chochlatý
genus,Passeriformes,spevavce,Oreoicidae,spiežovkárovité,,,Ornorectes,schovánok,,
species,Passeriformes,spevavce,Oreoicidae,spiežovkárovité,,,Ornorectes,schovánok,Ornorectes cristatus,schovánok chochlatý
genus,Passeriformes,spevavce,Oreoicidae,spiežovkárovité,,,Aleadryas,schovánok,,
species,Passeriformes,spevavce,Oreoicidae,spiežovkárovité,,,Aleadryas,schovánok,Aleadryas rufinucha,schovánok žltobradý
family,Passeriformes,spevavce,Paramythiidae,ovociarkovité,,,,,,
genus,Passeriformes,spevavce,Paramythiidae,ovociarkovité,,,Oreocharis,sýkorček,,
species,Passeriformes,spevavce,Paramythiidae,ovociarkovité,,,Oreocharis,sýkorček,Oreocharis arfaki,sýkorček lesný
genus,Passeriformes,spevavce,Paramythiidae,ovociarkovité,,,Paramythia,ovociarka,,
species,Passeriformes,spevavce,Paramythiidae,ovociarkovité,,,Paramythia,ovociarka,Paramythia olivacea,ovociarka olivová
species,Passeriformes,spevavce,Paramythiidae,ovociarkovité,,,Paramythia,ovociarka,Paramythia montium,ovociarka vrkočatá
family,Passeriformes,spevavce,Vireonidae,vireovité,,,,,,
subfamily,Passeriformes,spevavce,Vireonidae,vireovité,Pteruthiinae,strakoškorodé,,,,
genus,Passeriformes,spevavce,Vireonidae,vireovité,Pteruthiinae,strakoškorodé,Pteruthius,strakoška,,
species,Passeriformes,spevavce,Vireonidae,vireovité,Pteruthiinae,strakoškorodé,Pteruthius,strakoška,Pteruthius xanthochlorus,strakoška zelená
species,Passeriformes,spevavce,Vireonidae,vireovité,Pteruthiinae,strakoškorodé,Pteruthius,strakoška,Pteruthius melanotis,strakoška žltočelá
